pais,ano,kilograms,dollars,nao_consta
china,2023,72000,111390,0
china_continental,2023,0,0,0
cingapura,2023,0,0,0
costa_rica,2023,0,0,0
emirados,2023,0,0,0
egito,2023,0,0,0
espanha,2023,0,0,0
estados_unidos,2023,7578,58262,0
franca,2023,0,0,0
grecia,2023,0,0,0
guiana_britanica,2023,0,0,0
india,2023,1293900,1379545,0
ira,2023,786500,1832934,0
italia,2023,0,0,0
japao,2023,0,0,0
mexico,2023,0,0,0
paises_baixos,2023,0,0,0
paraguai,2023,0,0,0
peru,2023,25000,40630,0
portugal,2023,0,0,0
reino_unido,2023,0,0,0
suecia,2023,0,0,0
turquia,2023,2621500,4152236,0
uruguai,2023,0,0,0
uzbequistao,2023,2045600,2433719,0
venezuela,2023,0,0,0
nao_consta_na_tabela,2023,0,0,1
outros,2023,0,0,0
afeganistao,2024,0,0,0
africa_do_sul,2024,311500,885384,0
alemanha_republica_democratica,2024,0,0,0
arabia_saudita,2024,0,0,0
argentina,2024,24315391,48952314,0
australia,2024,0,0,0
belgica,2024,0,0,0
chile,2024,1167678,2255454,0
china,2024,183000,295638,0
china_continental,2024,0,0,0
cingapura,2024,0,0,0
costa_rica,2024,0,0,0
emirados,2024,0,0,0
egito,2024,23200,32977,0
espanha,2024,0,0,0
estados_unidos,2024,6538,50133,0
franca,2024,0,0,0
grecia,2024,0,0,0
guiana_britanica,2024,0,0,0
india,2024,1314498,1822893,0
ira,2024,1253000,3400302,0
italia,2024,0,0,0
japao,2024,0,0,0
mexico,2024,100000,183960,0
paises_baixos,2024,0,0,0
paraguai,2024,0,0,0
peru,2024,115000,176616,0
portugal,2024,0,0,0
reino_unido,2024,0,0,0
suecia,2024,0,0,0
turquia,2024,129025,319659,0
uruguai,2024,0,0,0
uzbequistao,2024,2279000,3221519,0
venezuela,2024,0,0,0
nao_consta_na_tabela,2024,0,0,1
outros,2024,0,0,0
